Fiscal Year,Year Month,Borough,Time View,Is FY Total,Is Month Total,Check Row,Requests,Requests (Daily)
FY2025,2025-02,BROOKLYN,FYTD,FALSE,FALSE,1,530661,
FY2025,2025-02,BROOKLYN,PY,FALSE,FALSE,1,,
FY2025,2025-02,BROOKLYN,YoY %,FALSE,FALSE,1,,
FY2025,2025-02,MANHATTAN,Current,FALSE,FALSE,1,50815,50815
FY2025,2025-02,MANHATTAN,FYTD,FALSE,FALSE,1,367112,
FY2025,2025-02,MANHATTAN,PY,FALSE,FALSE,1,,
FY2025,2025-02,MANHATTAN,YoY %,FALSE,FALSE,1,,
FY2025,2025-02,QUEENS,Current,FALSE,FALSE,1,59351,59351
FY2025,2025-02,QUEENS,FYTD,FALSE,FALSE,1,402901,
FY2025,2025-02,QUEENS,PY,FALSE,FALSE,1,,
FY2025,2025-02,QUEENS,YoY %,FALSE,FALSE,1,,
FY2025,2025-02,STATEN ISLAND,Current,FALSE,FALSE,1,9154,9154
FY2025,2025-02,STATEN ISLAND,FYTD,FALSE,FALSE,1,58953,
FY2025,2025-02,STATEN ISLAND,PY,FALSE,FALSE,1,,
FY2025,2025-02,STATEN ISLAND,YoY %,FALSE,FALSE,1,,
FY2025,2025-02,UNKNOWN,Current,FALSE,FALSE,1,175,175
FY2025,2025-02,UNKNOWN,FYTD,FALSE,FALSE,1,1204,
FY2025,2025-02,UNKNOWN,PY,FALSE,FALSE,1,,
FY2025,2025-02,UNKNOWN,YoY %,FALSE,FALSE,1,,
FY2025,2025-03,BRONX,Current,FALSE,FALSE,1,57109,57109
FY2025,2025-03,BRONX,FYTD,FALSE,FALSE,1,520859,
FY2025,2025-03,BRONX,PY,FALSE,FALSE,1,,
FY2025,2025-03,BRONX,YoY %,FALSE,FALSE,1,,
FY2025,2025-03,BROOKLYN,Current,FALSE,FALSE,1,89384,89384
FY2025,2025-03,BROOKLYN,FYTD,FALSE,FALSE,1,620045,
FY2025,2025-03,BROOKLYN,PY,FALSE,FALSE,1,,
FY2025,2025-03,BROOKLYN,YoY %,FALSE,FALSE,1,,
FY2025,2025-03,MANHATTAN,Current,FALSE,FALSE,1,55233,55233
FY2025,2025-03,MANHATTAN,FYTD,FALSE,FALSE,1,422345,
FY2025,2025-03,MANHATTAN,PY,FALSE,FALSE,1,,
FY2025,2025-03,MANHATTAN,YoY %,FALSE,FALSE,1,,
FY2025,2025-03,QUEENS,Current,FALSE,FALSE,1,68729,68729
FY2025,2025-03,QUEENS,FYTD,FALSE,FALSE,1,471630,
FY2025,2025-03,QUEENS,PY,FALSE,FALSE,1,,
FY2025,2025-03,QUEENS,YoY %,FALSE,FALSE,1,,
FY2025,2025-03,STATEN ISLAND,Current,FALSE,FALSE,1,10561,10561
FY2025,2025-03,STATEN ISLAND,FYTD,FALSE,FALSE,1,69514,
FY2025,2025-03,STATEN ISLAND,PY,FALSE,FALSE,1,,
FY2025,2025-03,STATEN ISLAND,YoY %,FALSE,FALSE,1,,
FY2025,2025-03,UNKNOWN,Current,FALSE,FALSE,1,205,205
FY2025,2025-03,UNKNOWN,FYTD,FALSE,FALSE,1,1409,
FY2025,2025-03,UNKNOWN,PY,FALSE,FALSE,1,,
FY2025,2025-03,UNKNOWN,YoY %,FALSE,FALSE,1,,
FY2025,2025-04,BRONX,Current,FALSE,FALSE,1,52321,52321
FY2025,2025-04,BRONX,FYTD,FALSE,FALSE,1,573180,
FY2025,2025-04,BRONX,PY,FALSE,FALSE,1,,
FY2025,2025-04,BRONX,YoY %,FALSE,FALSE,1,,
FY2025,2025-04,BROOKLYN,Current,FALSE,FALSE,1,84848,84848
FY2025,2025-04,BROOKLYN,FYTD,FALSE,FALSE,1,704893,
FY2025,2025-04,BROOKLYN,PY,FALSE,FALSE,1,,
FY2025,2025-04,BROOKLYN,YoY %,FALSE,FALSE,1,,
FY2025,2025-04,MANHATTAN,Current,FALSE,FALSE,1,57917,57917
FY2025,2025-04,MANHATTAN,FYTD,FALSE,FALSE,1,480262,
FY2025,2025-04,MANHATTAN,PY,FALSE,FALSE,1,,
FY2025,2025-04,MANHATTAN,YoY %,FALSE,FALSE,1,,
FY2025,2025-04,QUEENS,Current,FALSE,FALSE,1,66537,66537
FY2025,2025-04,QUEENS,FYTD,FALSE,FALSE,1,538167,
FY2025,2025-04,QUEENS,PY,FALSE,FALSE,1,,
FY2025,2025-04,QUEENS,YoY %,FALSE,FALSE,1,,
FY2025,2025-04,STATEN ISLAND,Current,FALSE,FALSE,1,10708,10708
FY2025,2025-04,STATEN ISLAND,FYTD,FALSE,FALSE,1,80222,
FY2025,2025-04,STATEN ISLAND,PY,FALSE,FALSE,1,,
FY2025,2025-04,STATEN ISLAND,YoY %,FALSE,FALSE,1,,
FY2025,2025-04,UNKNOWN,Current,FALSE,FALSE,1,218,218
FY2025,2025-04,UNKNOWN,FYTD,FALSE,FALSE,1,1627,
FY2025,2025-04,UNKNOWN,PY,FALSE,FALSE,1,,
FY2025,2025-04,UNKNOWN,YoY %,FALSE,FALSE,1,,
FY2025,2025-05,BRONX,Current,FALSE,FALSE,1,54520,54520
FY2025,2025-05,BRONX,FYTD,FALSE,FALSE,1,627700,
FY2025,2025-05,BRONX,PY,FALSE,FALSE,1,,
FY2025,2025-05,BRONX,YoY %,FALSE,FALSE,1,,
FY2025,2025-05,BROOKLYN,Current,FALSE,FALSE,1,92104,92104
FY2025,2025-05,BROOKLYN,FYTD,FALSE,FALSE,1,796997,
FY2025,2025-05,BROOKLYN,PY,FALSE,FALSE,1,,
FY2025,2025-05,BROOKLYN,YoY %,FALSE,FALSE,1,,
FY2025,2025-05,MANHATTAN,Current,FALSE,FALSE,1,61309,61309
FY2025,2025-05,MANHATTAN,FYTD,FALSE,FALSE,1,541571,
FY2025,2025-05,MANHATTAN,PY,FALSE,FALSE,1,,
FY2025,2025-05,MANHATTAN,YoY %,FALSE,FALSE,1,,
FY2025,2025-05,QUEENS,Current,FALSE,FALSE,1,74651,74651
FY2025,2025-05,QUEENS,FYTD,FALSE,FALSE,1,612818,
FY2025,2025-05,QUEENS,PY,FALSE,FALSE,1,,
FY2025,2025-05,QUEENS,YoY %,FALSE,FALSE,1,,
FY2025,2025-05,STATEN ISLAND,Current,FALSE,FALSE,1,12240,12240
FY2025,2025-05,STATEN ISLAND,FYTD,FALSE,FALSE,1,92462,
FY2025,2025-05,STATEN ISLAND,PY,FALSE,FALSE,1,,
FY2025,2025-05,STATEN ISLAND,YoY %,FALSE,FALSE,1,,
FY2025,2025-05,UNKNOWN,Current,FALSE,FALSE,1,234,234
FY2025,2025-05,UNKNOWN,FYTD,FALSE,FALSE,1,1861,
FY2025,2025-05,UNKNOWN,PY,FALSE,FALSE,1,,
FY2025,2025-05,UNKNOWN,YoY %,FALSE,FALSE,1,,
FY2025,2025-06,BRONX,Current,FALSE,FALSE,1,63487,63487
FY2025,2025-06,BRONX,FYTD,FALSE,FALSE,1,691187,
FY2025,2025-06,BRONX,PY,FALSE,FALSE,1,,
FY2025,2025-06,BRONX,YoY %,FALSE,FALSE,1,,
FY2025,2025-06,BROOKLYN,Current,FALSE,FALSE,1,90295,90295
FY2025,2025-06,BROOKLYN,FYTD,FALSE,FALSE,1,887292,
FY2025,2025-06,BROOKLYN,PY,FALSE,FALSE,1,,
FY2025,2025-06,BROOKLYN,YoY %,FALSE,FALSE,1,,
FY2025,2025-06,MANHATTAN,Current,FALSE,FALSE,1,62792,62792
FY2025,2025-06,MANHATTAN,FYTD,FALSE,FALSE,1,604363,
FY2025,2025-06,MANHATTAN,PY,FALSE,FALSE,1,,
FY2025,2025-06,MANHATTAN,YoY %,FALSE,FALSE,1,,
FY2025,2025-06,QUEENS,Current,FALSE,FALSE,1,77479,77479
FY2025,2025-06,QUEENS,FYTD,FALSE,FALSE,1,690297,
FY2025,2025-06,QUEENS,PY,FALSE,FALSE,1,,
FY2025,2025-06,QUEENS,YoY %,FALSE,FALSE,1,,
FY2025,2025-06,STATEN ISLAND,Current,FALSE,FALSE,1,12115,12115
FY2025,2025-06,STATEN ISLAND,FYTD,FALSE,FALSE,1,104577,
FY2025,2025-06,STATEN ISLAND,PY,FALSE,FALSE,1,,
FY2025,2025-06,STATEN ISLAND,YoY %,FALSE,FALSE,1,,
FY2025,2025-06,UNKNOWN,Current,FALSE,FALSE,1,274,274
FY2025,2025-06,UNKNOWN,FYTD,FALSE,FALSE,1,2135,
FY2025,2025-06,UNKNOWN,PY,FALSE,FALSE,1,,
FY2025,2025-06,UNKNOWN,YoY %,FALSE,FALSE,1,,
FY2026,,BRONX,Current,FALSE,TRUE,1,838153,838153
FY2026,,BRONX,FYTD,FALSE,TRUE,1,838153,
FY2026,,BRONX,PY,FALSE,TRUE,1,,
FY2026,,BRONX,YoY %,FALSE,TRUE,1,,
FY2026,,BROOKLYN,Current,FALSE,TRUE,1,1168680,1168680
FY2026,,BROOKLYN,FYTD,FALSE,TRUE,1,1168680,
FY2026,,BROOKLYN,PY,FALSE,TRUE,1,,
FY2026,,BROOKLYN,YoY %,FALSE,TRUE,1,,
FY2026,,MANHATTAN,Current,FALSE,TRUE,1,762228,762228
FY2026,,MANHATTAN,FYTD,FALSE,TRUE,1,762228,
FY2026,,MANHATTAN,PY,FALSE,TRUE,1,,
FY2026,,MANHATTAN,YoY %,FALSE,TRUE,1,,
FY2026,,QUEENS,Current,FALSE,TRUE,1,960456,960456
FY2026,,QUEENS,FYTD,FALSE,TRUE,1,960456,
FY2026,,QUEENS,PY,FALSE,TRUE,1,,
FY2026,,QUEENS,YoY %,FALSE,TRUE,1,,
FY2026,,STATEN ISLAND,Current,FALSE,TRUE,1,157944,157944
FY2026,,STATEN ISLAND,FYTD,FALSE,TRUE,1,157944,
FY2026,,STATEN ISLAND,PY,FALSE,TRUE,1,,
FY2026,,STATEN ISLAND,YoY %,FALSE,TRUE,1,,
FY2026,,UNKNOWN,Current,FALSE,TRUE,1,3357,3357
FY2026,,UNKNOWN,FYTD,FALSE,TRUE,1,3357,
FY2026,,UNKNOWN,PY,FALSE,TRUE,1,,
FY2026,,UNKNOWN,YoY %,FALSE,TRUE,1,,
FY2026,2025-07,BRONX,Current,FALSE,FALSE,1,65826,65826
FY2026,2025-07,BRONX,FYTD,FALSE,FALSE,1,65826,
FY2026,2025-07,BRONX,PY,FALSE,FALSE,1,,
FY2026,2025-07,BRONX,YoY %,FALSE,FALSE,1,,
FY2026,2025-07,BROOKLYN,Current,FALSE,FALSE,1,91640,91640
FY2026,2025-07,BROOKLYN,FYTD,FALSE,FALSE,1,91640,
FY2026,2025-07,BROOKLYN,PY,FALSE,FALSE,1,,
FY2026,2025-07,BROOKLYN,YoY %,FALSE,FALSE,1,,
FY2026,2025-07,MANHATTAN,Current,FALSE,FALSE,1,61453,61453
FY2026,2025-07,MANHATTAN,FYTD,FALSE,FALSE,1,61453,
FY2026,2025-07,MANHATTAN,PY,FALSE,FALSE,1,,
FY2026,2025-07,MANHATTAN,YoY %,FALSE,FALSE,1,,
FY2026,2025-07,QUEENS,Current,FALSE,FALSE,1,83345,83345
FY2026,2025-07,QUEENS,FYTD,FALSE,FALSE,1,83345,
FY2026,2025-07,QUEENS,PY,FALSE,FALSE,1,,
FY2026,2025-07,QUEENS,YoY %,FALSE,FALSE,1,,
FY2026,2025-07,STATEN ISLAND,Current,FALSE,FALSE,1,13361,13361
FY2026,2025-07,STATEN ISLAND,FYTD,FALSE,FALSE,1,13361,
FY2026,2025-07,STATEN ISLAND,PY,FALSE,FALSE,1,,
FY2026,2025-07,STATEN ISLAND,YoY %,FALSE,FALSE,1,,
FY2026,2025-07,UNKNOWN,Current,FALSE,FALSE,1,258,258
FY2026,2025-07,UNKNOWN,FYTD,FALSE,FALSE,1,258,
FY2026,2025-07,UNKNOWN,PY,FALSE,FALSE,1,,
FY2026,2025-07,UNKNOWN,YoY %,FALSE,FALSE,1,,
FY2026,2025-08,BRONX,Current,FALSE,FALSE,1,59391,59391
FY2026,2025-08,BRONX,FYTD,FALSE,FALSE,1,125217,
FY2026,2025-08,BRONX,PY,FALSE,FALSE,1,,
FY2026,2025-08,BRONX,YoY %,FALSE,FALSE,1,,
FY2026,2025-08,BROOKLYN,Current,FALSE,FALSE,1,88258,88258
FY2026,2025-08,BROOKLYN,FYTD,FALSE,FALSE,1,179898,
FY2026,2025-08,BROOKLYN,PY,FALSE,FALSE,1,,
FY2026,2025-08,BROOKLYN,YoY %,FALSE,FALSE,1,,
FY2026,2025-08,MANHATTAN,Current,FALSE,FALSE,1,59889,59889
FY2026,2025-08,MANHATTAN,FYTD,FALSE,FALSE,1,121342,
FY2026,2025-08,MANHATTAN,PY,FALSE,FALSE,1,,
FY2026,2025-08,MANHATTAN,YoY %,FALSE,FALSE,1,,
FY2026,2025-08,QUEENS,Current,FALSE,FALSE,1,84148,84148
FY2026,2025-08,QUEENS,FYTD,FALSE,FALSE,1,167493,
FY2026,2025-08,QUEENS,PY,FALSE,FALSE,1,,
FY2026,2025-08,QUEENS,YoY %,FALSE,FALSE,1,,
FY2026,2025-08,STATEN ISLAND,Current,FALSE,FALSE,1,12152,12152
FY2026,2025-08,STATEN ISLAND,FYTD,FALSE,FALSE,1,25513,
FY2026,2025-08,STATEN ISLAND,PY,FALSE,FALSE,1,,
FY2026,2025-08,STATEN ISLAND,YoY %,FALSE,FALSE,1,,
FY2026,2025-08,UNKNOWN,Current,FALSE,FALSE,1,201,201
FY2026,2025-08,UNKNOWN,FYTD,FALSE,FALSE,1,459,
FY2026,2025-08,UNKNOWN,PY,FALSE,FALSE,1,,
FY2026,2025-08,UNKNOWN,YoY %,FALSE,FALSE,1,,
FY2026,2025-09,BRONX,Current,FALSE,FALSE,1,60197,60197
FY2026,2025-09,BRONX,FYTD,FALSE,FALSE,1,185414,
FY2026,2025-09,BRONX,PY,FALSE,FALSE,1,69356,
FY2026,2025-09,BRONX,YoY %,FALSE,FALSE,1,-0.13205778879981545,
FY2026,2025-09,BROOKLYN,Current,FALSE,FALSE,1,91560,91560
FY2026,2025-09,BROOKLYN,FYTD,FALSE,FALSE,1,271458,
FY2026,2025-09,BROOKLYN,PY,FALSE,FALSE,1,91446,
FY2026,2025-09,BROOKLYN,YoY %,FALSE,FALSE,1,0.0012466373597532971,
FY2026,2025-09,MANHATTAN,Current,FALSE,FALSE,1,61135,61135
FY2026,2025-09,MANHATTAN,FYTD,FALSE,FALSE,1,182477,
FY2026,2025-09,MANHATTAN,PY,FALSE,FALSE,1,63751,
FY2026,2025-09,MANHATTAN,YoY %,FALSE,FALSE,1,-0.04103465043685589,
FY2026,2025-09,QUEENS,Current,FALSE,FALSE,1,78082,78082
FY2026,2025-09,QUEENS,FYTD,FALSE,FALSE,1,245575,
FY2026,2025-09,QUEENS,PY,FALSE,FALSE,1,71590,
FY2026,2025-09,QUEENS,YoY %,FALSE,FALSE,1,0.09068305629277833,
FY2026,2025-09,STATEN ISLAND,Current,FALSE,FALSE,1,11493,11493
FY2026,2025-09,STATEN ISLAND,FYTD,FALSE,FALSE,1,37006,
FY2026,2025-09,STATEN ISLAND,PY,FALSE,FALSE,1,10396,
FY2026,2025-09,STATEN ISLAND,YoY %,FALSE,FALSE,1,0.10552135436706425,
FY2026,2025-09,UNKNOWN,Current,FALSE,FALSE,1,217,217
FY2026,2025-09,UNKNOWN,FYTD,FALSE,FALSE,1,676,
FY2026,2025-09,UNKNOWN,PY,FALSE,FALSE,1,231,
FY2026,2025-09,UNKNOWN,YoY %,FALSE,FALSE,1,-0.06060606060606061,
FY2026,2025-10,BRONX,Current,FALSE,FALSE,1,79439,79439
FY2026,2025-10,BRONX,FYTD,FALSE,FALSE,1,264853,
FY2026,2025-10,BRONX,PY,FALSE,FALSE,1,64724,
FY2026,2025-10,BRONX,YoY %,FALSE,FALSE,1,0.22734997836969284,
FY2026,2025-10,BROOKLYN,Current,FALSE,FALSE,1,97496,97496
FY2026,2025-10,BROOKLYN,FYTD,FALSE,FALSE,1,368954,
FY2026,2025-10,BROOKLYN,PY,FALSE,FALSE,1,90933,
FY2026,2025-10,BROOKLYN,YoY %,FALSE,FALSE,1,0.07217401823320467,
FY2026,2025-10,MANHATTAN,Current,FALSE,FALSE,1,69730,69730
FY2026,2025-10,MANHATTAN,FYTD,FALSE,FALSE,1,252207,
FY2026,2025-10,MANHATTAN,PY,FALSE,FALSE,1,67611,
FY2026,2025-10,MANHATTAN,YoY %,FALSE,FALSE,1,0.03134105397050776,
FY2026,2025-10,QUEENS,Current,FALSE,FALSE,1,78214,78214
FY2026,2025-10,QUEENS,FYTD,FALSE,FALSE,1,323789,
FY2026,2025-10,QUEENS,PY,FALSE,FALSE,1,72675,
FY2026,2025-10,QUEENS,YoY %,FALSE,FALSE,1,0.07621603027175783,
FY2026,2025-10,STATEN ISLAND,Current,FALSE,FALSE,1,11511,11511
FY2026,2025-10,STATEN ISLAND,FYTD,FALSE,FALSE,1,48517,
FY2026,2025-10,STATEN ISLAND,PY,FALSE,FALSE,1,10650,
FY2026,2025-10,STATEN ISLAND,YoY %,FALSE,FALSE,1,0.0808450704225352,
FY2026,2025-10,UNKNOWN,Current,FALSE,FALSE,1,222,222
FY2026,2025-10,UNKNOWN,FYTD,FALSE,FALSE,1,898,
FY2026,2025-10,UNKNOWN,PY,FALSE,FALSE,1,210,
FY2026,2025-10,UNKNOWN,YoY %,FALSE,FALSE,1,0.05714285714285714,
FY2026,2025-11,BRONX,Current,FALSE,FALSE,1,74674,74674
FY2026,2025-11,BRONX,FYTD,FALSE,FALSE,1,339527,
FY2026,2025-11,BRONX,PY,FALSE,FALSE,1,69098,
FY2026,2025-11,BRONX,YoY %,FALSE,FALSE,1,0.08069698109930823,
FY2026,2025-11,BROOKLYN,Current,FALSE,FALSE,1,88591,88591
FY2026,2025-11,BROOKLYN,FYTD,FALSE,FALSE,1,457545,
FY2026,2025-11,BROOKLYN,PY,FALSE,FALSE,1,88073,
FY2026,2025-11,BROOKLYN,YoY %,FALSE,FALSE,1,0.0058814846774834515,
FY2026,2025-11,MANHATTAN,Current,FALSE,FALSE,1,61956,61956
FY2026,2025-11,MANHATTAN,FYTD,FALSE,FALSE,1,314163,
FY2026,2025-11,MANHATTAN,PY,FALSE,FALSE,1,61308,
FY2026,2025-11,MANHATTAN,YoY %,FALSE,FALSE,1,0.010569583088667059,
FY2026,2025-11,QUEENS,Current,FALSE,FALSE,1,69617,69617
FY2026,2025-11,QUEENS,FYTD,FALSE,FALSE,1,393406,
FY2026,2025-11,QUEENS,PY,FALSE,FALSE,1,65248,
FY2026,2025-11,QUEENS,YoY %,FALSE,FALSE,1,0.06695990681706719,
FY2026,2025-11,STATEN ISLAND,Current,FALSE,FALSE,1,9871,9871
FY2026,2025-11,STATEN ISLAND,FYTD,FALSE,FALSE,1,58388,
FY2026,2025-11,STATEN ISLAND,PY,FALSE,FALSE,1,9591,
FY2026,2025-11,STATEN ISLAND,YoY %,FALSE,FALSE,1,0.029194036075487435,
FY2026,2025-11,UNKNOWN,Current,FALSE,FALSE,1,196,196
FY2026,2025-11,UNKNOWN,FYTD,FALSE,FALSE,1,1094,
FY2026,2025-11,UNKNOWN,PY,FALSE,FALSE,1,197,
FY2026,2025-11,UNKNOWN,YoY %,FALSE,FALSE,1,-0.005076142131979695,
FY2026,2025-12,BRONX,Current,FALSE,FALSE,1,96322,96322
FY2026,2025-12,BRONX,FYTD,FALSE,FALSE,1,435849,
FY2026,2025-12,BRONX,PY,FALSE,FALSE,1,87331,
FY2026,2025-12,BRONX,YoY %,FALSE,FALSE,1,0.10295313233559675,
FY2026,2025-12,BROOKLYN,Current,FALSE,FALSE,1,93508,93508
FY2026,2025-12,BROOKLYN,FYTD,FALSE,FALSE,1,551053,
FY2026,2025-12,BROOKLYN,PY,FALSE,FALSE,1,89559,
FY2026,2025-12,BROOKLYN,YoY %,FALSE,FALSE,1,0.04409383758192923,
FY2026,2025-12,MANHATTAN,Current,FALSE,FALSE,1,61499,61499
FY2026,2025-12,MANHATTAN,FYTD,FALSE,FALSE,1,375662,
FY2026,2025-12,MANHATTAN,PY,FALSE,FALSE,1,62296,
FY2026,2025-12,MANHATTAN,YoY %,FALSE,FALSE,1,-0.01279375882881726,
FY2026,2025-12,QUEENS,Current,FALSE,FALSE,1,69534,69534
FY2026,2025-12,QUEENS,FYTD,FALSE,FALSE,1,462940,
FY2026,2025-12,QUEENS,PY,FALSE,FALSE,1,65512,
FY2026,2025-12,QUEENS,YoY %,FALSE,FALSE,1,0.06139333251923312,
FY2026,2025-12,STATEN ISLAND,Current,FALSE,FALSE,1,11010,11010
FY2026,2025-12,STATEN ISLAND,FYTD,FALSE,FALSE,1,69398,
FY2026,2025-12,STATEN ISLAND,PY,FALSE,FALSE,1,9037,
FY2026,2025-12,STATEN ISLAND,YoY %,FALSE,FALSE,1,0.2183246652650216,
FY2026,2025-12,UNKNOWN,Current,FALSE,FALSE,1,230,230
FY2026,2025-12,UNKNOWN,FYTD,FALSE,FALSE,1,1324,
FY2026,2025-12,UNKNOWN,PY,FALSE,FALSE,1,214,
FY2026,2025-12,UNKNOWN,YoY %,FALSE,FALSE,1,0.07476635514018691,
FY2026,2026-01,BRONX,Current,FALSE,FALSE,1,77457,77457
FY2026,2026-01,BRONX,FYTD,FALSE,FALSE,1,513306,
FY2026,2026-01,BRONX,PY,FALSE,FALSE,1,115111,
FY2026,2026-01,BRONX,YoY %,FALSE,FALSE,1,-0.3271103543536239,
FY2026,2026-01,BROOKLYN,Current,FALSE,FALSE,1,106935,106935
FY2026,2026-01,BROOKLYN,FYTD,FALSE,FALSE,1,657988,
FY2026,2026-01,BROOKLYN,PY,FALSE,FALSE,1,92911,
FY2026,2026-01,BROOKLYN,YoY %,FALSE,FALSE,1,0.1509401470224193,
FY2026,2026-01,MANHATTAN,Current,FALSE,FALSE,1,68900,68900
FY2026,2026-01,MANHATTAN,FYTD,FALSE,FALSE,1,444562,
FY2026,2026-01,MANHATTAN,PY,FALSE,FALSE,1,61331,
FY2026,2026-01,MANHATTAN,YoY %,FALSE,FALSE,1,0.12341230372894621,
FY2026,2026-01,QUEENS,Current,FALSE,FALSE,1,80940,80940
FY2026,2026-01,QUEENS,FYTD,FALSE,FALSE,1,543880,
FY2026,2026-01,QUEENS,PY,FALSE,FALSE,1,68525,
FY2026,2026-01,QUEENS,YoY %,FALSE,FALSE,1,0.18117475373951114,
FY2026,2026-01,STATEN ISLAND,Current,FALSE,FALSE,1,14062,14062
FY2026,2026-01,STATEN ISLAND,FYTD,FALSE,FALSE,1,83460,
FY2026,2026-01,STATEN ISLAND,PY,FALSE,FALSE,1,10125,
FY2026,2026-01,STATEN ISLAND,YoY %,FALSE,FALSE,1,0.3888395061728395,
FY2026,2026-01,UNKNOWN,Current,FALSE,FALSE,1,217,217
FY2026,2026-01,UNKNOWN,FYTD,FALSE,FALSE,1,1541,
FY2026,2026-01,UNKNOWN,PY,FALSE,FALSE,1,177,
FY2026,2026-01,UNKNOWN,YoY %,FALSE,FALSE,1,0.22598870056497175,
FY2026,2026-02,BRONX,Current,FALSE,FALSE,1,70060,70060
FY2026,2026-02,BRONX,FYTD,FALSE,FALSE,1,583366,
FY2026,2026-02,BRONX,PY,FALSE,FALSE,1,58130,
FY2026,2026-02,BRONX,YoY %,FALSE,FALSE,1,0.20522965766385687,
FY2026,2026-02,BROOKLYN,Current,FALSE,FALSE,1,103163,103163
FY2026,2026-02,BROOKLYN,FYTD,FALSE,FALSE,1,761151,
FY2026,2026-02,BROOKLYN,PY,FALSE,FALSE,1,77739,
FY2026,2026-02,BROOKLYN,YoY %,FALSE,FALSE,1,0.32704305432279807,
FY2026,2026-02,MANHATTAN,Current,FALSE,FALSE,1,60645,60645
FY2026,2026-02,MANHATTAN,FYTD,FALSE,FALSE,1,505207,
FY2026,2026-02,MANHATTAN,PY,FALSE,FALSE,1,50815,
FY2026,2026-02,MANHATTAN,YoY %,FALSE,FALSE,1,0.1934468168847781,
FY2026,2026-02,QUEENS,Current,FALSE,FALSE,1,79214,79214
FY2026,2026-02,QUEENS,FYTD,FALSE,FALSE,1,623094,
FY2026,2026-02,QUEENS,PY,FALSE,FALSE,1,59351,
FY2026,2026-02,QUEENS,YoY %,FALSE,FALSE,1,0.3346700139846001,
FY2026,2026-02,STATEN ISLAND,Current,FALSE,FALSE,1,21389,21389
FY2026,2026-02,STATEN ISLAND,FYTD,FALSE,FALSE,1,104849,
FY2026,2026-02,STATEN ISLAND,PY,FALSE,FALSE,1,9154,
FY2026,2026-02,STATEN ISLAND,YoY %,FALSE,FALSE,1,1.3365741752239457,
FY2026,2026-02,UNKNOWN,Current,FALSE,FALSE,1,219,219
FY2026,2026-02,UNKNOWN,FYTD,FALSE,FALSE,1,1760,
FY2026,2026-02,UNKNOWN,PY,FALSE,FALSE,1,175,
FY2026,2026-02,UNKNOWN,YoY %,FALSE,FALSE,1,0.25142857142857145,
FY2026,2026-03,BRONX,Current,FALSE,FALSE,1,69430,69430
FY2026,2026-03,BRONX,FYTD,FALSE,FALSE,1,652796,
FY2026,2026-03,BRONX,PY,FALSE,FALSE,1,57109,
FY2026,2026-03,BRONX,YoY %,FALSE,FALSE,1,0.2157453291074962,
FY2026,2026-03,BROOKLYN,Current,FALSE,FALSE,1,103616,103616
FY2026,2026-03,BROOKLYN,FYTD,FALSE,FALSE,1,864767,
FY2026,2026-03,BROOKLYN,PY,FALSE,FALSE,1,89384,
FY2026,2026-03,BROOKLYN,YoY %,FALSE,FALSE,1,0.1592231271815985,
FY2026,2026-03,MANHATTAN,Current,FALSE,FALSE,1,65507,65507
FY2026,2026-03,MANHATTAN,FYTD,FALSE,FALSE,1,570714,
FY2026,2026-03,MANHATTAN,PY,FALSE,FALSE,1,55233,
FY2026,2026-03,MANHATTAN,YoY %,FALSE,FALSE,1,0.18601198558832582,
FY2026,2026-03,QUEENS,Current,FALSE,FALSE,1,88554,88554
FY2026,2026-03,QUEENS,FYTD,FALSE,FALSE,1,711648,
FY2026,2026-03,QUEENS,PY,FALSE,FALSE,1,68729,
FY2026,2026-03,QUEENS,YoY %,FALSE,FALSE,1,0.28845174526037043,
FY2026,2026-03,STATEN ISLAND,Current,FALSE,FALSE,1,14889,14889
FY2026,2026-03,STATEN ISLAND,FYTD,FALSE,FALSE,1,119738,
FY2026,2026-03,STATEN ISLAND,PY,FALSE,FALSE,1,10561,
FY2026,2026-03,STATEN ISLAND,YoY %,FALSE,FALSE,1,0.40980967711390964,
FY2026,2026-03,UNKNOWN,Current,FALSE,FALSE,1,392,392
FY2026,2026-03,UNKNOWN,FYTD,FALSE,FALSE,1,2152,
FY2026,2026-03,UNKNOWN,PY,FALSE,FALSE,1,205,
FY2026,2026-03,UNKNOWN,YoY %,FALSE,FALSE,1,0.9121951219512195,
FY2026,2026-04,BRONX,Current,FALSE,FALSE,1,59817,59817
FY2026,2026-04,BRONX,FYTD,FALSE,FALSE,1,712613,
FY2026,2026-04,BRONX,PY,FALSE,FALSE,1,52321,
FY2026,2026-04,BRONX,YoY %,FALSE,FALSE,1,0.14326943292368266,
FY2026,2026-04,BROOKLYN,Current,FALSE,FALSE,1,92949,92949
FY2026,2026-04,BROOKLYN,FYTD,FALSE,FALSE,1,957716,
FY2026,2026-04,BROOKLYN,PY,FALSE,FALSE,1,84848,
FY2026,2026-04,BROOKLYN,YoY %,FALSE,FALSE,1,0.09547661700924005,
FY2026,2026-04,MANHATTAN,Current,FALSE,FALSE,1,61646,61646
FY2026,2026-04,MANHATTAN,FYTD,FALSE,FALSE,1,632360,
FY2026,2026-04,MANHATTAN,PY,FALSE,FALSE,1,57917,
FY2026,2026-04,MANHATTAN,YoY %,FALSE,FALSE,1,0.06438524094825354,
FY2026,2026-04,QUEENS,Current,FALSE,FALSE,1,75546,75546
